Galaxy Number,X coord,Y coord,X radius,Y radius,Pixel Count 
2596,159,4488,1,1,84.0 
2597,663,4510,2,1,103.0 
2598,359,114,1,1,135.0 
2599,148,118,1,3,281.0 
2600,2229,189,3,1,148.0 
2601,2025,220,12,4,1795.0 
2602,2467,240,2,2,306.0 
2603,812,278,2,1,86.0 
2604,268,389,3,2,290.0 
2605,152,462,4,1,182.0 
2606,2113,560,9,2,422.0 
2607,103,629,1,5,106.0 
2608,646,723,11,3,732.0 
2609,2088,742,21,11,6765.0 
2610,820,744,2,1,157.0 
2611,579,828,10,4,1484.0 
2612,1886,881,2,2,177.0 
2613,1109,920,2,2,127.0 
2614,1393,1139,17,9,3164.0 
2615,900,1423,19,3,1248.0 
2616,1992,1467,2,3,449.0 
2617,1731,1519,1,3,198.0 
2618,111,1676,1,1,54.0 
2619,1169,1774,2,2,340.0 
2620,817,1903,4,3,1384.0 
2621,2447,2140,14,2,355.0 
2622,462,2309,2,2,142.0 
2623,2390,2320,3,3,270.0 
2624,935,2374,3,4,993.0 
2625,2394,2386,1,4,183.0 
2626,1168,2452,2,2,238.0 
2627,1504,2546,3,2,573.0 
2628,520,2662,11,3,1184.0 
2629,781,2677,20,1,253.0 
2630,1005,2700,2,17,174.0 
2631,606,2757,3,3,554.0 
2632,141,2796,2,4,833.0 
2633,1193,2825,2,2,327.0 
2634,1660,2846,1,2,36.0 
2635,1090,2942,3,1,139.0 
2636,2353,3085,3,1,230.0 
2637,2236,3167,7,2,417.0 
2638,922,3367,11,11,2730.0 
2639,2460,3443,1,3,166.0 
2640,1235,3614,2,2,384.0 
2641,1649,3739,4,3,1357.0 
2642,2288,3974,2,7,745.0 
2643,2191,4050,1,1,63.0 
2644,1299,4248,2,6,322.0 
2645,224,4413,3,3,343.0 
2646,1700,4431,1,1,22.0 
2647,534,4462,1,3,172.0 
2648,1423,4473,3,10,1123.0 
2649,227,100,3,2,232.0 
2650,707,182,3,3,1112.0 
2651,1367,195,1,3,160.0 
2652,1290,202,9,1,136.0 
2653,101,212,1,1,73.0 
2654,261,219,3,1,178.0 
2655,1162,236,4,9,1548.0 
2656,1213,252,2,1,68.0 
2657,270,391,1,1,51.0 
2658,2342,435,7,2,624.0 
2659,2343,435,6,4,554.0 
2660,605,568,2,3,307.0 
2661,2348,569,3,1,220.0 
2662,959,590,3,4,1314.0 
2663,959,591,4,3,391.0 
2664,2181,614,1,1,43.0 
2665,103,688,1,5,84.0 
2666,106,688,3,1,-31.0 
2667,284,705,2,2,354.0 
2668,855,710,1,1,44.0 
2669,1953,819,3,2,594.0 
2670,225,852,1,1,61.0 
2671,112,876,3,1,250.0 
2672,1074,881,2,2,315.0 
2673,934,985,2,2,269.0 
2674,2208,1034,2,3,488.0 
2675,1651,1087,3,2,516.0 
2676,829,1127,9,4,2046.0 
2677,2180,1211,2,9,662.0 
2678,405,1219,2,2,247.0 
2679,398,1249,13,4,850.0 
2680,1119,1476,11,3,778.0 
2681,754,1588,3,2,603.0 
2682,2004,1633,4,3,1536.0 
2683,1816,1645,10,4,1417.0 
2684,1139,1691,2,7,791.0 
2685,2469,1702,1,3,192.0 
2686,529,1746,7,5,2635.0 
2687,529,1748,7,4,1067.0 
2688,872,1831,3,1,140.0 
2689,1038,1894,2,4,795.0 
2690,123,2059,2,6,787.0 
2691,2308,2059,2,9,735.0 
2692,698,2140,7,3,1390.0 
2693,185,2173,3,1,155.0 
2694,186,2173,2,3,481.0 
2695,364,2203,3,3,1137.0 
2696,2291,2259,15,36,10806.0 
2697,2313,2289,2,2,62.0 
2698,1098,2395,2,2,396.0 
2699,1073,2449,4,2,937.0 
2700,250,2510,2,1,122.0 
2701,2117,2547,3,18,765.0 
2702,1790,2548,3,3,678.0 
2703,1571,2569,3,2,412.0 
2704,1411,2600,3,2,474.0 
2705,2094,2622,3,2,746.0 
2706,687,2640,2,3,687.0 
2707,799,2677,2,2,132.0 
2708,127,2680,1,1,25.0 
2709,435,2694,1,2,130.0 
2710,2468,2884,1,1,30.0 
2711,755,3040,2,3,463.0 
2712,528,3223,2,2,147.0 
2713,2167,3225,3,4,1302.0 
2714,1821,3266,4,2,515.0 
2715,1823,3266,2,2,120.0 
2716,1623,3306,1,1,41.0 
2717,698,3351,2,2,133.0 
2718,1546,3436,3,2,266.0 
2719,1560,3437,4,1,116.0 
2720,1481,3513,3,2,433.0 
2721,1925,3958,2,14,496.0 
2722,170,4206,3,3,499.0 
2723,2447,4236,2,1,141.0 
2724,2393,4240,1,3,270.0 
2725,1466,4478,16,14,6868.0 
2726,1471,4508,3,1,103.0 
2727,2082,4509,19,1,269.0 
2728,426,109,1,1,74.0 
2729,148,119,2,2,244.0 
2730,112,159,1,1,34.0 
2731,630,199,2,2,255.0 
2732,262,249,2,3,377.0 
2733,914,311,2,1,88.0 
2734,113,316,1,1,66.0 
2735,121,408,1,1,55.0 
2736,155,462,1,2,38.0 
2737,509,636,2,2,271.0 
2738,1320,709,10,2,398.0 
2739,969,753,3,3,1023.0 
2740,195,942,1,1,45.0 
2741,1229,1062,17,1,84.0 
2742,1371,1099,7,2,463.0 
2743,352,1169,4,2,654.0 
2744,1196,1307,2,3,366.0 
2745,100,1400,2,1,112.0 
2746,1149,1423,3,2,586.0 
2747,1012,1687,2,1,74.0 
2748,1011,1693,2,2,112.0 
2749,1945,1707,2,7,886.0 
2750,2461,1747,1,1,51.0 
2751,1784,1785,3,2,483.0 
2752,2384,1999,9,3,661.0 
2753,341,2005,10,11,3464.0 
2754,941,2077,1,1,54.0 
2755,298,2306,2,2,231.0 
2756,2388,2314,3,1,89.0 
2757,2150,2322,4,7,630.0 
2758,2370,2343,2,2,88.0 
2759,1317,2353,3,3,1160.0 
2760,339,2434,2,4,353.0 
2761,339,2435,36,3,718.0 
2762,278,2436,4,1,243.0 
2763,2469,2483,1,1,63.0 
2764,438,2504,3,25,461.0 
2765,173,2608,1,1,38.0 
2766,276,2616,1,1,59.0 
2767,118,2679,3,2,652.0 
2768,2319,2713,1,1,68.0 
2769,1659,2844,3,5,877.0 
2770,1895,2896,2,4,503.0 
2771,2238,2972,3,3,1269.0 
2772,2450,3263,2,1,141.0 
2773,856,3308,1,2,101.0 
2774,910,3369,2,1,50.0 
2775,1607,3383,6,5,499.0 
2776,1616,3391,3,3,426.0 
2777,1616,3392,4,3,144.0 
2778,1628,3399,11,9,3539.0 
2779,1623,3400,16,5,689.0 
2780,850,3475,2,1,63.0 
2781,2215,3514,6,4,1655.0 
2782,1698,3545,2,1,79.0 
2783,505,3573,2,2,377.0 
2784,2042,3595,2,1,152.0 
2785,201,3933,2,2,47.0 
2786,2405,4282,1,1,169.0 
2787,274,4362,3,1,79.0 
2788,1548,4380,2,1,88.0 
2789,534,4463,3,2,471.0 
2790,199,4494,1,3,220.0 
2791,1229,4509,2,1,80.0 
2792,312,130,2,1,40.0 
2793,1266,156,2,7,827.0 
2794,1367,196,2,2,278.0 
2795,2078,198,3,3,653.0 
2796,262,218,2,4,693.0 
2797,1213,257,2,2,235.0 
2798,696,293,2,3,249.0 
2799,196,357,2,2,102.0 
2800,1264,359,3,3,616.0 
2801,174,364,1,1,105.0 
2802,270,387,2,1,47.0 
2803,120,407,1,5,273.0 
2804,2469,450,1,43,471.0 
2805,1217,574,1,2,148.0 
2806,2159,595,2,9,1108.0 
2807,102,624,3,3,446.0 
2808,1180,992,3,3,1004.0 
2809,1180,993,4,3,452.0 
2810,2395,1100,3,2,175.0 
2811,2360,1147,1,3,208.0 
2812,2058,1305,21,3,1008.0 
2813,225,1374,2,3,408.0 
2814,1996,1467,1,1,43.0 
2815,2223,1473,1,1,36.0 
2816,1974,1559,2,4,345.0 
2817,658,1617,1,1,51.0 
2818,2154,1620,3,2,556.0 
2819,696,1738,2,8,773.0 
2820,2082,1805,11,3,631.0 
2821,1148,1938,1,1,33.0 
2822,933,2038,1,1,66.0 
2823,462,2289,1,1,49.0 
2824,464,2304,2,1,56.0 
2825,1889,2367,2,14,584.0 
2826,603,2415,1,3,251.0 
2827,859,2679,3,3,1092.0 
2828,859,2680,4,3,423.0 
2829,128,2682,1,2,124.0 
2830,1303,2692,15,9,2994.0 
2831,1539,2708,5,5,1546.0 
2832,1938,2744,12,3,1289.0 
2833,2452,2883,3,2,666.0 
2834,284,3019,1,1,41.0 
2835,1903,3186,4,1,140.0 
2836,462,3191,3,3,1035.0 
2837,1705,3264,5,3,517.0 
2838,1647,3288,1,1,38.0 
2839,1739,3315,1,3,129.0 
2840,1737,3316,4,2,267.0 
2841,698,3346,2,8,457.0 
2842,1561,3439,3,3,400.0 
2843,1790,3486,2,1,136.0 
2844,2053,3592,2,3,667.0 
2845,1693,3620,2,1,122.0 
2846,1491,3696,2,2,183.0 
2847,1113,3822,2,2,396.0 
2848,2291,3833,1,24,128.0 
2849,1199,3895,11,3,750.0 
2850,1209,3897,2,2,252.0 
2851,2459,4018,2,1,82.0 
2852,1475,4025,2,17,446.0 
2853,1773,4196,2,3,490.0 
2854,1382,4267,2,1,106.0 
2855,280,4372,2,1,91.0 
2856,2373,4378,1,1,66.0 
2857,297,4402,9,2,432.0 
2858,983,4412,3,5,786.0 
2859,1523,4443,2,2,200.0 
2860,2214,4475,1,1,50.0 
2861,653,4509,13,1,99.0 
2862,1473,4509,2,1,79.0 
2863,195,209,1,1,127.0 
2864,107,226,1,1,131.0 
2865,550,236,1,1,55.0 
2866,2223,448,11,3,854.0 
2867,2162,549,3,2,803.0 
2868,402,555,11,4,1001.0 
2869,1059,559,3,3,849.0 
2870,1216,573,3,3,702.0 
2871,1789,583,2,1,84.0 
2872,215,707,2,16,270.0 
2873,113,876,2,3,408.0 
2874,958,1032,13,1,302.0 
2875,1519,1112,4,1,276.0 
2876,586,1164,3,23,1030.0 
2877,469,1173,2,3,593.0 
2878,2062,1313,12,2,737.0 
2879,209,1435,1,1,28.0 
2880,1731,1520,2,2,315.0 
2881,1746,1644,8,2,478.0 
2882,2293,1664,7,1,155.0 
2883,930,1686,3,3,1205.0 
2884,931,1686,3,4,426.0 
2885,696,1745,2,1,43.0 
2886,2318,1852,2,2,267.0 
2887,692,1931,2,1,68.0 
2888,2468,1972,1,2,88.0 
2889,2392,2002,2,1,76.0 
2890,1739,2013,3,1,252.0 
2891,1535,2060,4,4,1216.0 
2892,1006,2256,1,1,76.0 
2893,720,2263,2,3,280.0 
2894,842,2264,1,1,53.0 
2895,2359,2270,2,2,364.0 
2896,2381,2273,3,1,321.0 
2897,2379,2343,3,2,228.0 
2898,373,2383,5,3,1187.0 
2899,810,2516,3,3,999.0 
2900,2122,2555,2,3,222.0 
2901,174,2607,2,1,88.0 
2902,160,2641,1,5,248.0 
2903,160,2642,4,4,853.0 
2904,1742,2708,4,3,1201.0 
2905,1969,2740,11,3,341.0 
2906,1005,2804,2,1,45.0 
2907,283,3020,1,2,87.0 
2908,1062,3067,2,3,395.0 
2909,2130,3081,2,6,641.0 
2910,2424,3278,1,2,143.0 
2911,123,3279,3,2,553.0 
2912,1739,3313,4,5,657.0 
2913,1740,3313,5,5,203.0 
2914,261,3332,2,3,518.0 
2915,2355,3354,3,2,514.0 
2916,812,3357,1,3,99.0 
2917,1771,3371,1,2,70.0 
2918,487,3591,3,2,572.0 
2919,2295,3843,2,1,79.0 
2920,2280,4062,2,2,268.0 
2921,2095,4087,1,2,189.0 
2922,870,4089,2,1,86.0 
2923,2455,4281,1,1,94.0 
2924,1619,4329,2,3,476.0 
2925,1285,4336,2,3,417.0 
2926,2236,4506,1,1,86.0 
2927,174,101,1,1,132.0 
2928,1593,145,1,2,123.0 
2929,699,178,1,1,41.0 
2930,2230,188,4,3,1368.0 
2931,413,222,8,1,326.0 
2932,262,251,2,2,128.0 
2933,1707,323,14,2,668.0 
2934,508,402,2,8,239.0 
2935,100,691,5,6,350.0 
2936,1612,800,1,2,165.0 
2937,831,812,9,2,263.0 
2938,1055,821,5,5,2053.0 
2939,1458,980,8,2,393.0 
2940,2233,987,3,2,674.0 
2941,131,993,1,1,59.0 
2942,759,1035,11,3,1610.0 
2943,1520,1111,3,3,856.0 
2944,939,1142,2,4,512.0 
2945,1981,1189,1,3,223.0 
2946,260,1482,2,3,369.0 
2947,989,1487,3,3,1019.0 
2948,1424,1555,21,2,781.0 
2949,2462,1605,2,7,471.0 
2950,824,1634,2,7,471.0 
2951,2099,1648,6,2,760.0 
2952,1620,1894,1,1,27.0 
2953,2352,1927,2,2,116.0 
2954,2468,1943,1,31,294.0 
2955,2308,2066,3,2,470.0 
2956,932,2315,1,1,28.0 
2957,982,2411,15,3,983.0 
2958,603,2416,2,2,316.0 
2959,101,2447,3,2,316.0 
2960,247,2510,5,2,799.0 
2961,742,2608,11,4,1531.0 
2962,1420,2616,2,2,227.0 
2963,1217,2647,3,1,139.0 
2964,2273,2661,3,2,499.0 
2965,115,2690,1,1,69.0 
2966,1604,2925,2,3,503.0 
2967,2147,3057,1,1,46.0 
2968,558,3182,11,2,524.0 
2969,2448,3217,21,1,201.0 
2970,2469,3222,1,1,51.0 
2971,557,3264,8,2,576.0 
2972,343,3291,2,2,278.0 
2973,1814,3342,1,1,17.0 
2974,1771,3369,3,4,865.0 
2975,1556,3381,1,1,21.0 
2976,1655,3384,1,1,35.0 
2977,1505,3388,39,2,164.0 
2978,845,3405,2,1,79.0 
2979,2002,3455,1,2,178.0 
2980,1463,3575,2,3,276.0 
2981,1692,3622,2,1,74.0 
2982,139,3706,1,2,109.0 
2983,395,3715,24,3,440.0 
2984,1955,3830,1,1,56.0 
2985,202,3930,3,5,193.0 
2986,2458,4017,3,3,894.0 
2987,908,4254,2,1,99.0 
2988,2435,4263,1,1,13.0 
2989,2246,4355,13,5,1965.0 
2990,246,4402,2,2,224.0 
2991,1325,4410,3,2,234.0 
2992,2254,4448,1,1,131.0 
2993,741,4491,1,2,108.0 
2994,2100,4508,2,1,18.0 
2995,1224,4509,7,1,207.0 
2996,134,104,1,1,69.0 
2997,178,110,1,1,96.0 
2998,127,113,1,1,136.0 
2999,353,138,1,1,38.0 
3000,1263,158,6,3,701.0 
3001,102,299,1,1,80.0 
3002,2209,358,1,1,52.0 
3003,119,409,3,1,164.0 
3004,206,476,1,3,153.0 
3005,787,505,8,3,771.0 
3006,100,620,2,1,77.0 
3007,1330,694,2,1,89.0 
3008,182,757,15,17,5604.0 
3009,1771,763,2,3,530.0 
3010,807,882,3,1,115.0 
3011,240,905,3,1,156.0 
3012,1170,1006,15,9,5417.0 
3013,1882,1038,7,3,1040.0 
3014,354,1169,2,1,84.0 
3015,456,1195,2,3,343.0 
3016,1183,1256,3,2,423.0 
3017,1378,1279,4,3,1479.0 
3018,2211,1408,3,1,237.0 
3019,211,1435,1,3,141.0 
3020,1656,1485,1,1,35.0 
3021,504,1550,2,1,104.0 
3022,1451,1596,3,2,700.0 
3023,2442,1633,2,3,295.0 
3024,404,1669,1,1,44.0 
3025,152,1689,1,6,226.0 
3026,2457,1725,3,1,164.0 
3027,1831,1881,9,2,527.0 
3028,2377,1926,3,1,187.0 
3029,692,1935,2,1,56.0 
3030,2247,1966,11,1,177.0 
3031,1153,1996,4,2,885.0 
3032,1009,2023,2,3,670.0 
3033,319,2048,2,6,662.0 
3034,412,2121,1,1,37.0 
3035,715,2225,19,3,593.0 
3036,341,2259,2,1,58.0 
3037,688,2264,35,2,964.0 
3038,460,2287,2,29,451.0 
3039,2389,2316,2,1,24.0 
3040,2381,2342,2,1,55.0 
3041,1677,2448,1,3,259.0 
3042,2356,2566,2,1,123.0 
3043,1940,2679,1,2,59.0 
3044,1116,2704,27,4,758.0 
3045,1206,2785,3,3,959.0 
3046,628,2790,3,2,631.0 
3047,1167,2853,3,1,146.0 
3048,1920,2865,3,3,1068.0 
3049,384,2909,3,2,262.0 
3050,281,3018,4,3,416.0 
3051,281,3019,5,2,144.0 
3052,2126,3153,2,2,210.0 
3053,868,3205,2,1,47.0 
3054,439,3305,1,1,60.0 
3055,1583,3366,20,4,546.0 
3056,1559,3380,1,1,10.0 
3057,1076,3392,3,2,164.0 
3058,228,3464,5,9,1491.0 
3059,2208,3476,2,2,161.0 
3060,2267,3489,1,1,49.0 
3061,1784,3649,2,3,673.0 
3062,1310,3657,3,2,506.0 
3063,1181,3740,1,1,60.0 
3064,1756,3765,1,3,224.0 
3065,1588,3767,4,3,1027.0 
3066,204,3921,2,10,296.0 
3067,395,3981,2,2,395.0 
3068,472,3982,1,1,47.0 
3069,536,4097,51,3,1967.0 
3070,1112,4188,2,7,661.0 
3071,592,4211,1,1,30.0 
3072,1245,4235,2,3,648.0 
3073,2447,4424,1,1,47.0 
3074,664,4509,2,1,84.0 
3075,600,4510,2,1,113.0 
3076,2195,341,8,1,191.0 
3077,496,406,15,2,294.0 
3078,120,410,1,2,175.0 
3079,443,504,2,2,156.0 
3080,1789,574,2,12,1144.0 
3081,115,671,2,2,46.0 
3082,1106,676,1,2,79.0 
3083,738,702,3,1,151.0 
3084,818,744,4,3,983.0 
3085,1869,814,3,32,985.0 
3086,649,854,1,3,147.0 
3087,702,906,3,2,189.0 
3088,219,944,2,1,4.0 
3089,959,1032,12,3,824.0 
3090,996,1082,2,2,161.0 
3091,925,1142,16,4,888.0 
3092,939,1145,2,1,103.0 
3093,1329,1313,2,3,408.0 
3094,806,1362,3,3,1187.0 
3095,2409,1376,1,1,68.0 
3096,562,1383,2,1,86.0 
3097,1768,1386,6,2,789.0 
3098,1077,1446,7,2,647.0 
3099,148,1509,2,1,102.0 
3100,1824,1549,1,1,54.0 
3101,904,1604,15,3,1199.0 
3102,2467,1655,1,1,61.0 
3103,112,1675,2,1,12.0 
3104,2438,1750,12,3,304.0 
3105,681,1862,2,2,270.0 
3106,895,1889,3,2,628.0 
3107,1921,1912,1,1,37.0 
3108,2396,1924,1,1,101.0 
3109,2378,1926,2,2,138.0 
3110,215,1949,1,1,50.0 
3111,1632,1956,1,1,45.0 
3112,2417,1963,1,1,69.0 
3113,140,1964,10,3,795.0 
3114,946,1992,11,3,676.0 
3115,320,2050,2,1,119.0 
3116,124,2063,2,1,75.0 
3117,2462,2064,2,1,99.0 
3118,1744,2136,11,2,323.0 
3119,396,2156,1,1,40.0 
3120,934,2315,1,1,36.0 
3121,280,2434,3,3,453.0 
3122,1075,2449,2,1,94.0 
3123,2359,2487,1,2,104.0 
3124,710,2495,1,1,31.0 
3125,884,2496,3,5,1069.0 
3126,2292,2532,1,2,104.0 
3127,1400,2535,1,3,200.0 
3128,2403,2637,1,1,55.0 
3129,1946,2745,2,3,135.0 
3130,1168,2852,2,4,525.0 
3131,1168,2853,2,3,160.0 
3132,1168,2854,2,2,96.0 
3133,1509,2883,2,3,262.0 
3134,1703,2884,13,1,193.0 
3135,2467,2885,1,2,87.0 
3136,1895,2898,2,2,109.0 
3137,1092,2941,2,1,105.0 
3138,319,3019,3,1,182.0 
3139,320,3019,2,2,272.0 
3140,705,3062,1,3,222.0 
3141,864,3134,2,3,595.0 
3142,1983,3190,1,2,98.0 
3143,2454,3224,12,2,773.0 
3144,700,3236,2,2,274.0 
3145,2292,3306,2,2,53.0 
3146,2018,3310,2,3,369.0 
3147,1548,3385,1,1,25.0 
3148,200,3412,9,3,605.0 
3149,1556,3435,1,1,19.0 
3150,641,3573,2,10,81.0 
3151,1114,3582,4,2,474.0 
3152,649,3586,8,1,127.0 
3153,1627,3692,3,2,589.0 
3154,139,3704,2,4,446.0 
3155,462,3750,3,1,236.0 
3156,2391,3779,1,1,28.0 
3157,2405,3908,1,2,128.0 
3158,594,3982,2,1,114.0 
3159,1474,4044,2,3,82.0 
3160,1315,4054,1,2,127.0 
3161,2240,4120,1,1,20.0 
3162,2243,4120,2,3,624.0 
3163,2244,4121,2,2,143.0 
3164,1896,4182,10,3,1016.0 
3165,1100,4191,15,4,737.0 
3166,2433,4264,3,1,176.0 
3167,2391,4320,2,2,247.0 
3168,1275,4339,11,3,1279.0 
3169,2115,4361,2,1,77.0 
3170,1548,4377,2,6,489.0 
3171,1668,4394,2,2,103.0 
3172,1283,4435,4,7,1017.0 
3173,1288,4437,3,2,149.0 
3174,1507,4470,2,2,184.0 
3175,1416,4490,1,1,101.0 
3176,167,102,1,1,-14.0 
3177,1341,103,2,1,35.0 
3178,1220,105,1,1,82.0 
3179,424,109,4,1,93.0 
3180,468,137,1,3,169.0 
3181,604,161,1,7,157.0 
3182,106,200,1,1,29.0 
3183,1117,343,11,2,390.0 
3184,2198,380,3,3,905.0 
3185,878,383,17,2,457.0 
3186,156,463,1,2,64.0 
3187,812,504,3,2,587.0 
3188,221,516,2,1,82.0 
3189,1789,579,2,7,295.0 
3190,739,701,2,1,61.0 
3191,220,831,2,27,327.0 
3192,919,1122,2,1,94.0 
3193,1812,1129,3,1,165.0 
3194,1185,1256,2,1,66.0 
3195,1535,1285,2,2,282.0 
3196,1472,1349,2,1,115.0 
3197,114,1462,1,1,63.0 
3198,137,1467,2,2,148.0 
3199,1935,1480,1,1,42.0 
3200,496,1528,2,2,156.0 
3201,1757,1541,2,1,151.0 
3202,1974,1561,2,2,105.0 
3203,187,1647,2,1,103.0 
3204,108,1674,2,2,124.0 
3205,1737,1755,1,2,107.0 
3206,2346,1828,1,1,55.0 
3207,286,1852,5,4,1715.0 
3208,124,2001,1,1,46.0 
3209,2210,2011,1,1,51.0 
3210,1740,2013,2,2,302.0 
3211,377,2042,1,1,41.0 
3212,2462,2066,2,2,114.0 
3213,2158,2081,4,1,270.0 
3214,1379,2097,3,11,753.0 
3215,1618,2125,1,1,50.0 
3216,1568,2169,3,1,254.0 
3217,1038,2198,1,1,30.0 
3218,2204,2255,1,1,35.0 
3219,1005,2257,1,2,123.0 
3220,2269,2278,2,2,115.0 
3221,995,2320,21,1,216.0 
3222,1095,2357,1,1,46.0 
3223,343,2436,33,1,257.0 
3224,1677,2449,2,2,216.0 
3225,175,2608,2,1,97.0 
3226,934,2608,3,1,171.0 
3227,1419,2610,4,9,983.0 
3228,2296,2637,2,3,357.0 
3229,2296,2638,3,2,134.0 
3230,1937,2677,10,2,926.0 
3231,130,2682,2,2,288.0 
3232,1958,2761,2,2,98.0 
3233,611,2789,2,2,145.0 
3234,528,2800,3,2,641.0 
3235,898,2817,2,1,125.0 
3236,1071,2862,2,2,184.0 
3237,902,2908,7,1,258.0 
3238,930,2917,9,2,388.0 
3239,320,2940,2,1,96.0 
3240,1091,2942,3,2,325.0 
3241,1089,2943,5,2,405.0 
3242,2016,2967,2,2,389.0 
3243,968,3153,2,1,109.0 
3244,526,3224,5,2,568.0 
3245,2463,3225,3,2,304.0 
3246,1870,3302,1,1,58.0 
3247,2016,3306,2,12,649.0 
3248,2279,3324,1,1,50.0 
3249,1816,3341,2,1,93.0 
3250,910,3371,2,35,1313.0 
3251,1507,3391,15,1,4.0 
3252,855,3424,2,3,119.0 
3253,2365,3494,1,2,152.0 
3254,1494,3496,2,1,73.0 
3255,923,3758,2,3,709.0 
3256,2390,3760,1,2,120.0 
3257,1504,3839,2,2,222.0 
3258,524,3905,2,1,56.0 
3259,137,3944,3,1,253.0 
3260,541,3964,6,2,431.0 
3261,624,3987,1,1,80.0 
3262,1472,4047,2,3,153.0 
3263,428,4078,1,1,39.0 
3264,191,4219,1,1,95.0 
3265,2442,4333,1,1,90.0 
3266,1299,4390,32,20,14188.0 
3267,1297,4398,36,6,1223.0 
3268,1328,4406,1,2,36.0 
3269,2185,4482,1,1,86.0 
3270,2216,4502,1,1,126.0 
3271,1711,121,1,1,99.0 
3272,467,138,3,1,187.0 
3273,263,220,2,2,266.0 
3274,650,267,2,1,61.0 
3275,1936,449,1,1,74.0 
3276,151,460,10,3,502.0 
3277,1569,491,1,2,139.0 
3278,2286,493,2,1,86.0 
3279,114,510,1,1,21.0 
3280,794,511,7,3,1052.0 
3281,2415,563,2,2,129.0 
3282,312,623,1,1,27.0 
3283,1223,681,1,1,47.0 
3284,222,833,3,23,207.0 
3285,190,842,1,1,59.0 
3286,834,1191,13,3,620.0 
3287,182,1454,2,1,70.0 
3288,2001,1460,2,3,456.0 
3289,979,1645,2,19,621.0 
3290,113,1676,2,1,55.0 
3291,1051,1791,2,3,623.0 
3292,580,1846,2,2,220.0 
3293,618,1891,9,3,916.0 
3294,418,1936,1,1,61.0 
3295,2331,1956,1,2,159.0 
3296,1921,1957,5,3,884.0 
3297,2159,2080,3,3,941.0 
3298,2160,2081,3,3,335.0 
3299,703,2136,2,6,546.0 
3300,1669,2289,3,1,220.0 
3301,2313,2292,8,7,2146.0 
3302,464,2297,2,1,52.0 
3303,2372,2308,1,36,523.0 
3304,1746,2318,2,3,449.0 
3305,2282,2399,2,2,191.0 
3306,361,2446,1,2,70.0 
3307,2200,2516,5,6,1730.0 
3308,1728,2576,1,3,171.0 
3309,837,2664,8,1,119.0 
3310,2242,2669,1,1,35.0 
3311,2189,2751,1,2,158.0 
3312,1030,2847,1,1,41.0 
3313,2344,2849,4,3,1059.0 
3314,607,2885,5,3,887.0 
3315,943,3097,1,1,50.0 
3316,2381,3168,2,1,35.0 
3317,556,3178,15,2,403.0 
3318,1904,3187,3,2,363.0 
3319,1896,3194,1,1,48.0 
3320,1939,3201,2,1,44.0 
3321,2452,3207,15,1,117.0 
3322,1732,3211,2,2,329.0 
3323,2453,3244,4,1,154.0 
3324,2454,3244,3,6,541.0 
3325,2284,3318,2,1,26.0 
3326,1569,3387,1,1,23.0 
3327,1612,3389,7,2,277.0 
3328,1058,3390,22,3,481.0 
3329,331,3415,1,2,147.0 
3330,1617,3437,2,2,49.0 
3331,1558,3438,7,3,376.0 
3332,2390,3478,1,1,70.0 
3333,911,3532,3,1,184.0 
3334,2394,3753,2,6,380.0 
3335,727,3785,7,2,734.0 
3336,1978,3857,2,1,84.0 
3337,457,3896,1,2,83.0 
3338,2136,3929,1,2,142.0 
3339,470,3983,1,2,160.0 
3340,1098,4070,9,2,545.0 
3341,2030,4089,1,1,57.0 
3342,1504,4175,3,1,134.0 
3343,1505,4175,2,1,86.0 
3344,479,4188,5,1,139.0 
3345,2409,4298,1,3,61.0 
3346,1377,4342,1,2,49.0 
3347,276,4363,3,17,581.0 
3348,2286,4457,1,1,56.0 
3349,2272,4460,1,1,125.0 
3350,1689,4497,2,8,245.0 
3351,115,4500,1,1,63.0 
3352,138,105,1,1,115.0 
3353,204,108,1,2,78.0 
3354,349,115,1,1,26.0 
3355,161,177,1,1,133.0 
3356,996,193,1,2,79.0 
3357,2306,285,1,1,36.0 
3358,815,518,9,11,2517.0 
3359,834,534,1,1,36.0 
3360,1080,621,1,3,172.0 
3361,114,673,1,2,65.0 
3362,282,704,5,3,1171.0 
3363,466,710,7,2,652.0 
3364,291,755,2,1,78.0 
3365,1040,809,8,1,121.0 
3366,241,906,2,2,272.0 
3367,2146,955,2,3,401.0 
3368,756,1033,11,4,1853.0 
3369,2200,1034,10,3,832.0 
3370,1460,1066,3,1,216.0 
3371,2360,1148,3,2,364.0 
3372,391,1151,6,5,1403.0 
3373,2461,1260,1,1,34.0 
3374,2463,1263,1,1,101.0 
3375,1557,1381,1,1,37.0 
3376,2107,1445,1,2,52.0 
3377,652,1496,2,1,68.0 
3378,332,1555,2,1,66.0 
3379,1945,1559,3,1,53.0 
3380,1952,1560,24,3,1528.0 
3381,2101,1560,2,2,219.0 
3382,939,1576,1,1,35.0 
3383,2456,1600,1,1,49.0 
3384,244,1643,2,2,94.0 
3385,981,1655,2,5,244.0 
3386,112,1678,1,1,81.0 
3387,1965,1868,2,3,701.0 
3388,1354,1910,1,1,36.0 
3389,2409,1926,1,1,60.0 
3390,884,1977,1,1,50.0 
3391,2304,2053,1,12,344.0 
3392,2239,2067,2,2,240.0 
3393,413,2122,1,1,63.0 
3394,133,2174,7,1,271.0 
3395,1900,2232,3,9,866.0 
