Galaxy Number,X coord,Y coord,X radius,Y radius,Max Pixel,Local Background,Pixel Count,Photon Count,Magnitude 
920,1136,3405,5,5,3588.0,3443.67907801,564,3164,16.5494088129 
921,2360,477,3,6,3587.0,3409.34871795,780,6496,15.7683849594 
922,726,1188,5,4,3587.0,3427.95533981,515,5121,16.0266130604 
923,165,1505,5,5,3587.0,3429.2358156,564,5078,16.0357682587 
924,1325,1858,4,3,3587.0,3422.16666667,360,3455,16.4538798707 
925,1885,3009,6,4,3587.0,3430.20769231,780,6114,15.834186414 
926,861,4294,6,6,3587.0,3422.95512821,780,6776,15.7225665067 
927,411,759,6,5,3586.0,3425.26153846,780,7634,15.593119611 
928,1641,2047,4,4,3586.0,3432.075,360,3859,16.3338130536 
929,760,3955,4,4,3586.0,3424.59444444,360,3077,16.5796812594 
930,807,278,7,5,3585.0,3427.24815498,1084,8680,15.4537006871 
931,1743,2155,4,4,3585.0,3434.43333333,360,3259,16.5172890988 
932,1118,2593,6,5,3585.0,3433.88376384,542,3396,16.4725807961 
933,1006,2849,9,5,3585.0,3438.47359551,1780,7245,15.6499040255 
934,898,3132,5,4,3585.0,3433.51595745,564,4617,16.1391003136 
935,300,4374,4,4,3585.0,3426.22777778,360,2700,16.7215905896 
936,1542,531,5,4,3584.0,3419.89184397,564,4689,16.1222994182 
937,1494,1406,4,3,3584.0,3419.68611111,360,3264,16.5156246248 
938,1992,2812,4,4,3584.0,3428.77222222,360,3546,16.4256531718 
939,1063,2894,4,4,3584.0,3437.43888889,360,3114,16.5667034794 
940,1413,4272,4,3,3584.0,3422.03611111,360,2991,16.6104589674 
941,2311,414,5,4,3583.0,3416.89361702,564,5491,15.9508713907 
942,1919,1856,6,4,3583.0,3413.66410256,780,6211,15.8170961769 
943,2174,3244,6,5,3583.0,3440.08846154,780,4566,16.1511602321 
944,1525,3609,5,7,3583.0,3435.68081181,1084,5814,15.8888124314 
945,218,1438,7,7,3582.0,3427.67857143,840,8394,15.4900775878 
946,2044,1956,4,4,3582.0,3422.61388889,360,3547,16.4253470288 
947,897,3701,5,3,3582.0,3427.59574468,564,3324,16.4958474622 
948,1022,129,6,5,3581.0,3425.8336933,463,4810,16.0946373091 
949,835,811,6,5,3581.0,3426.56666667,780,6334,15.7958048524 
950,511,1884,5,4,3581.0,3418.85106383,564,4326,16.2097837122 
951,210,2383,5,6,3581.0,3423.72564103,780,7616,15.5956826616 
952,1321,2777,5,4,3581.0,3440.7251773,564,2993,16.6097332079 
953,751,3041,7,4,3581.0,3427.09778598,1084,7126,15.667885455 
954,1212,4494,4,5,3581.0,3426.50091408,547,4241,16.2313293189 
955,1228,4010,4,4,3580.0,3424.33333333,360,3192,16.5398427933 
956,2349,258,4,5,3579.0,3410.95035461,564,6199,15.8191959091 
957,1970,418,3,3,3579.0,3419.01,200,2252,16.9185790346 
958,2297,1250,4,5,3579.0,3429.44148936,564,6036,15.8481269222 
959,2387,2573,5,4,3579.0,3419.99822695,564,5153,16.0198496438 
960,1996,2906,5,4,3579.0,3424.86879433,564,5154,16.0196389645 
961,1202,2971,5,9,3579.0,3449.57191011,1780,3922,16.3162310267 
962,1982,2981,6,4,3579.0,3428.51025641,780,6802,15.718408431 
963,1460,3577,7,4,3579.0,3439.02038736,981,4438,16.1820317553 
964,1501,3839,5,5,3579.0,3430.03014184,564,3734,16.369564216 
965,1189,638,5,4,3578.0,3431.77659574,564,4359,16.2015328275 
966,2448,1301,6,5,3578.0,3430.41538462,780,6045,15.846509237 
967,2015,1774,5,4,3578.0,3415.82092199,564,4850,16.0856456535 
968,841,3405,6,4,3578.0,3440.45054945,546,5198,16.0104093121 
969,628,4054,4,4,3578.0,3424.18055556,360,2838,16.6674690222 
970,1269,4066,5,5,3578.0,3427.11170213,564,5225,16.004784263 
971,969,276,7,5,3577.0,3426.19831618,1069,8243,15.5097867504 
972,1355,1654,6,10,3577.0,3418.58574007,2216,13852,14.9462187928 
973,1543,4379,8,5,3577.0,3419.54731638,1416,11649,15.1342783868 
974,1284,200,5,4,3576.0,3429.32860041,493,4366,16.1997906716 
975,570,929,1,4,3576.0,3432.69144981,269,1369,17.4589913797 
976,1505,1011,5,3,3576.0,3420.85992908,564,3752,16.3643429257 
977,211,2147,5,6,3576.0,3417.92051282,780,6215,15.8163971676 
978,2317,2295,5,5,3576.0,3438.67298578,422,4949,16.0637063655 
979,2123,2492,3,3,3576.0,3423.945,200,2215,16.9365656736 
980,2258,2585,4,5,3576.0,3424.06205674,564,4356,16.2022803223 
981,1624,2602,4,3,3576.0,3430.43611111,360,3417,16.465887553 
982,601,3175,5,3,3576.0,3424.64184397,564,3888,16.3256843594 
983,1516,4471,5,5,3576.0,3424.67710372,511,4324,16.2102857868 
984,200,105,6,2,3575.0,3412.99613153,517,5160,16.0183757459 
985,961,204,6,4,3575.0,3434.67052767,777,4108,16.2659239127 
986,1071,462,6,4,3575.0,3429.54615385,780,5702,15.9099319676 
987,563,1655,5,4,3575.0,3423.75886525,564,4544,16.1564041932 
988,2125,2442,4,4,3575.0,3425.85833333,360,3421,16.4646173145 
989,462,2893,4,5,3575.0,3423.15248227,564,4090,16.27069173 
990,1935,3464,4,4,3575.0,3431.63611111,360,2711,16.717176206 
991,1082,4089,5,4,3575.0,3423.84042553,564,4497,16.1676927811 
992,221,4408,6,9,3575.0,3424.08370787,1780,6965,15.6926971981 
993,221,984,4,3,3574.0,3432.35277778,360,3726,16.3718928736 
994,2377,1674,6,5,3574.0,3428.43333333,780,4590,16.1454682862 
995,598,2050,4,4,3574.0,3422.64722222,360,3230,16.5269936942 
996,609,2616,4,4,3574.0,3428.80277778,360,3795,16.3519705494 
997,923,3141,4,3,3574.0,3435.74722222,360,2600,16.7625666301 
998,1046,3219,4,4,3574.0,3446.04444444,360,2705,16.7195818264 
999,295,134,1,7,3573.0,3416.41920904,885,4308,16.2143107634 
1000,1115,819,5,5,3573.0,3431.09219858,564,5403,15.9684125812 
1001,833,1126,5,5,3573.0,3427.34042553,564,5226,16.0045764865 
1002,2292,2528,4,6,3573.0,3418.47051282,780,6536,15.7617198912 
1003,525,2663,6,6,3573.0,3427.19927536,552,5359,15.9772906074 
1004,712,3156,4,3,3573.0,3429.09166667,360,2744,16.7040397324 
1005,1613,3542,6,5,3573.0,3443.27285714,700,3915,16.318170584 
1006,1660,3628,4,5,3573.0,3432.16666667,564,3797,16.3513985072 
1007,1657,230,5,5,3572.0,3414.37056738,564,4987,16.0554015795 
1008,1376,1575,5,5,3572.0,3428.42730496,564,5932,15.8669971441 
1009,1939,2861,5,5,3572.0,3428.58687943,564,5277,15.9940322646 
1010,2023,116,3,5,3571.0,3419.55583756,394,3096,16.57299762 
1011,2388,391,4,4,3571.0,3417.03888889,360,3301,16.5033861892 
1012,1516,490,5,6,3571.0,3418.72435897,780,6586,15.7534456841 
1013,2025,1564,5,4,3571.0,3422.28900709,564,4440,16.1815425747 
1014,2368,1972,4,4,3571.0,3422.85555556,360,3165,16.5490657141 
1015,1892,2897,7,4,3571.0,3430.31734317,1084,6056,15.8445353338 
1016,530,3025,5,4,3571.0,3422.60283688,564,4410,16.1889035263 
1017,1854,3798,5,3,3571.0,3423.55141844,564,3792,16.3528291783 
1018,2220,1661,5,4,3570.0,3423.58156028,564,4072,16.2754805767 
1019,634,2229,4,4,3570.0,3429.29722222,360,3012,16.6028625812 
1020,2397,3504,4,4,3570.0,3422.28611111,360,2905,16.6421346582 
1021,2173,4049,4,5,3570.0,3417.7606383,564,5034,16.045216972 
1022,1175,145,7,3,3569.0,3417.07564576,1084,5575,15.9343878207 
1023,603,165,5,3,3569.0,3424.15957447,564,3277,16.5113088965 
1024,453,1196,4,3,3569.0,3426.39444444,360,3387,16.4754620084 
1025,201,1642,8,4,3569.0,3427.24910523,1397,7071,15.6762979069 
1026,1012,2072,10,4,3569.0,3416.13086643,2216,7685,15.5858903204 
1027,1072,2754,5,5,3569.0,3437.97340426,564,5273,15.9948555717 
1028,2034,2825,4,4,3569.0,3423.65555556,360,3043,16.5917451191 
1029,1699,3688,4,5,3569.0,3429.70212766,564,3430,16.4617646999 
1030,1102,4069,4,5,3569.0,3426.61524823,564,5248,16.0000154341 
1031,1969,4239,3,3,3569.0,3423.975,200,2127,16.9805812752 
1032,1941,956,6,8,3568.0,3408.28672316,1416,14949,14.8634696453 
1033,186,1379,6,6,3568.0,3422.78974359,780,6489,15.7695555646 
1034,137,2114,1,2,3568.0,3473.10344828,58,406,18.7786849161 
1035,1901,2236,5,4,3568.0,3418.96985816,564,5328,15.9835894596 
1036,307,2415,4,4,3568.0,3428.00277778,360,3147,16.5552581427 
1037,535,2541,4,5,3568.0,3423.92730496,564,5143,16.0219586892 
1038,150,2618,5,4,3568.0,3424.89539007,564,5646,15.9206478155 
1039,1713,3060,5,5,3568.0,3446.62669246,517,3622,16.4026288851 
1040,730,4483,1,3,3568.0,3434.82733813,139,1473,17.3794931329 
1041,2015,1602,4,4,3567.0,3420.80277778,360,3147,16.5552581427 
1042,2266,2343,4,3,3567.0,3419.89444444,360,2783,16.6887169842 
1043,656,2866,4,4,3567.0,3427.48611111,360,3089,16.5754552292 
1044,2215,4510,9,1,3567.0,3411.66262404,907,4933,16.0672222113 
1045,2419,2382,4,4,3566.0,3423.97222222,360,3368,16.4815697929 
1046,2181,2523,9,4,3566.0,3418.56067416,1780,7262,15.6473593886 
1047,1426,2861,1,2,3566.0,3467.28888889,45,528,18.4934151937 
1048,2160,2940,3,4,3566.0,3431.08333333,360,2846,16.6644127606 
1049,1840,3498,5,4,3566.0,3429.99807322,519,3358,16.4847982705 
1050,1581,4302,3,3,3566.0,3426.1,200,1732,17.2036302808 
1051,982,4414,3,2,3566.0,3424.385,200,1556,17.3199760184 
1052,228,363,5,2,3565.0,3429.39007092,564,4559,16.1528260195 
1053,268,508,7,5,3565.0,3423.91328413,1084,7382,15.6295648979 
1054,1718,2152,5,5,3565.0,3423.42553191,564,4925,16.0689844129 
1055,137,2260,5,3,3565.0,3415.81737589,564,3073,16.5810935994 
1056,1714,2304,4,3,3565.0,3422.78333333,360,3206,16.535091205 
1057,1853,2571,5,4,3565.0,3424.93262411,564,3822,16.3442732932 
1058,279,3762,5,4,3565.0,3420.69503546,564,4362,16.2007858469 
1059,1345,3904,4,4,3565.0,3430.85833333,360,2799,16.6824927538 
1060,467,4445,3,2,3565.0,3431.48,200,1600,17.2897000434 
1061,1771,1383,4,5,3564.0,3416.25886525,564,5281,15.9932095813 
1062,211,2022,4,4,3564.0,3422.61388889,360,3055,16.5874719636 
1063,1051,2394,4,5,3564.0,3426.75177305,564,5172,16.0158537095 
1064,817,2597,5,4,3564.0,3424.06382979,564,3623,16.4023291649 
1065,1866,4153,5,3,3564.0,3421.98049645,564,3720,16.3736426503 
1066,119,553,1,4,3563.0,3434.20134228,298,1038,17.7595066162 
1067,2109,1271,5,4,3563.0,3420.14184397,564,3980,16.3002923198 
1068,1791,1432,4,4,3563.0,3418.98611111,360,3484,16.4448046342 
1069,422,1574,4,4,3563.0,3426.59166667,360,3401,16.4709834202 
1070,1765,2727,4,4,3563.0,3427.525,360,2629,16.7505235347 
1071,1733,2746,4,4,3563.0,3433.675,360,3123,16.5635700394 
1072,1808,3193,5,8,3563.0,3437.27330508,1416,8036,15.5374001798 
1073,1001,3646,7,4,3563.0,3428.83856089,1084,6575,15.7552606071 
1074,591,3874,3,3,3563.0,3431.3,200,1643,17.2609060914 
1075,171,4314,3,4,3563.0,3423.16388889,360,2633,16.7488728522 
1076,1853,4433,5,5,3563.0,3417.20035461,564,4634,16.1351099264 
1077,168,347,10,16,3562.0,3418.94865385,5200,29160,14.1380312009 
1078,1214,400,3,3,3562.0,3444.33,200,1580,17.3033572826 
1079,373,1975,4,4,3562.0,3423.87341772,316,3187,16.5415448413 
1080,2458,2066,5,4,3562.0,3427.21013133,533,4252,16.2285168604 
1081,1166,2875,4,1,3562.0,3456.39130435,161,1469,17.3824455105 
1082,1831,3281,3,3,3562.0,3442.92,200,1509,17.3532769006 
1083,2247,3958,5,3,3562.0,3416.90780142,564,4300,16.2163288611 
1084,1532,365,5,4,3561.0,3431.21631206,564,3856,16.3346574369 
1085,130,963,4,4,3561.0,3424.375,360,3320,16.4971547907 
1086,182,1648,6,7,3561.0,3420.87951807,996,7352,15.6339862541 
1087,805,1681,6,5,3561.0,3425.58815233,709,6671,15.7395226484 
1088,2381,1923,4,4,3561.0,3432.35,360,2659,16.7382041567 
1089,435,2691,3,5,3561.0,3420.05141844,564,4415,16.1876732302 
1090,2162,3448,4,6,3561.0,3423.53954802,708,5429,15.9632003959 
1091,111,3527,2,3,3561.0,3442.415,200,1327,17.4928226928 
1092,2115,4028,5,5,3561.0,3417.56914894,564,4835,16.089008804 
1093,758,4365,4,4,3561.0,3422.45555556,360,2723,16.7123808967 
1094,1040,301,7,4,3560.0,3425.8957346,1055,5897,15.8734221806 
1095,469,708,5,5,3560.0,3427.18085106,564,4713,16.1167564006 
1096,360,1162,5,4,3560.0,3434.09219858,564,3804,16.3493987293 
1097,557,1526,3,3,3560.0,3437.97,200,2070,17.0100741364 
1098,304,1912,5,4,3560.0,3424.61702128,564,4651,16.1311341512 
1099,2359,2370,5,4,3560.0,3420.62056738,564,5310,15.9872636973 
1100,934,2515,4,5,3560.0,3425.70921986,564,4216,16.2377484945 
1101,1913,2687,4,3,3560.0,3426.97777778,360,2821,16.6739922846 
1102,822,3582,5,4,3560.0,3428.20390071,564,4056,16.2797551342 
1103,730,3783,4,5,3560.0,3426.02659574,564,4619,16.1386300944 
1104,2248,121,1,3,3559.0,3422.50694444,144,1292,17.5218437159 
1105,168,259,3,3,3559.0,3429.18,200,1774,17.1776159613 
1106,1158,1007,8,5,3559.0,3423.3559322,1239,7052,15.6792192409 
1107,2239,3166,3,4,3559.0,3429.13055556,360,2957,16.6228716887 
1108,111,4500,3,1,3559.0,3428.84,200,1225,17.5796597782 
1109,1732,263,3,2,3558.0,3427.35,200,1967,17.0654891002 
1110,1167,1065,4,3,3558.0,3424.73055556,360,3020,16.5999826426 
1111,2379,2548,4,4,3558.0,3422.07222222,360,2868,16.6560521325 
1112,1481,2629,3,3,3558.0,3438.59,200,1754,17.1899260274 
1113,2295,2637,4,4,3558.0,3425.22972973,222,1585,17.2999268336 
1114,612,2695,6,4,3558.0,3422.66410256,780,4974,16.0582355477 
1115,181,3324,4,3,3558.0,3422.31111111,360,3040,16.592816041 
1116,587,3397,4,4,3558.0,3435.09166667,360,2803,16.6809422556 
1117,776,3846,4,3,3558.0,3425.50277778,360,2760,16.6977272948 
1118,1415,4410,4,2,3558.0,3422.52222222,360,2367,16.8645043552 
1119,1568,568,1,4,3557.0,3434.48770492,244,1691,17.229640981 
1120,1885,1039,4,3,3557.0,3415.75277778,360,3256,16.5182890095 
1121,394,1153,5,5,3557.0,3426.76950355,564,4780,16.1014302585 
1122,170,1516,4,4,3557.0,3431.22424242,330,2777,16.6910603006 
1123,2388,2000,6,4,3557.0,3424.27692308,780,4939,16.0659024346 
1124,109,2519,2,5,3557.0,3415.9959596,495,3936,16.3123622756 
1125,841,2662,5,5,3557.0,3433.88807786,411,3602,16.4086407288 
1126,1668,2821,5,5,3557.0,3443.65248227,564,2713,16.7163755156 
1127,2348,3135,3,3,3557.0,3422.36,200,1972,17.0627327235 
1128,2448,3263,3,3,3557.0,3431.965,200,1834,17.1415016717 
1129,1285,4438,5,5,3557.0,3424.26595745,564,4978,16.0573627693 
1130,1042,207,4,3,3556.0,3428.4,360,2439,16.8319704992 
1131,940,783,5,5,3556.0,3430.36524823,564,3931,16.3137423904 
1132,2102,1646,4,4,3556.0,3425.08055556,360,3343,16.4896590585 
1133,1331,2488,3,4,3556.0,3427.87777778,360,2853,16.6617455709 
1134,432,2573,4,5,3556.0,3419.61702128,564,3926,16.3151242618 
1135,1673,2698,6,4,3556.0,3429.58333333,780,4425,16.1852168124 
1136,1713,2865,5,4,3556.0,3440.83957219,561,2759,16.6981207488 
1137,1979,3783,4,3,3556.0,3437.45277778,360,2195,16.9464136886 
1138,429,525,4,4,3555.0,3433.44166667,360,2942,16.628393329 
1139,1874,809,4,4,3555.0,3422.69879518,249,3313,16.4994464103 
1140,1444,2125,4,5,3555.0,3422.13013699,292,2261,16.9142485941 
1141,136,2176,3,3,3555.0,3439.865,200,1688,17.2315688943 
1142,1045,2447,4,4,3555.0,3426.41111111,360,2803,16.6809422556 
1143,1897,2913,4,3,3555.0,3430.06232295,353,2662,16.7369798722 
1144,2234,3030,2,3,3555.0,3424.735,200,1628,17.2708639986 
1145,2128,3084,5,3,3555.0,3426.35638298,564,4557,16.1533024285 
1146,107,3526,2,3,3555.0,3439.45614035,171,809,18.030128696 
1147,1688,3624,6,4,3555.0,3436.8974359,780,4622,16.1379251471 
1148,1511,3716,4,4,3555.0,3435.42222222,360,2513,16.7995187785 
1149,1848,3961,4,5,3555.0,3430.41269841,378,2471,16.8178181365 
1150,407,4442,2,4,3555.0,3420.91944444,360,2609,16.7588148022 
1151,2249,1442,5,6,3554.0,3428.52820513,780,5142,16.0221698192 
1152,887,2197,5,4,3554.0,3426.91312057,564,4135,16.2588112153 
1153,1817,3161,6,5,3554.0,3435.94358974,780,4704,16.1188317173 
1154,1379,4267,4,3,3554.0,3423.82222222,360,2500,16.8051499783 
1155,1705,397,5,4,3553.0,3414.80151229,529,4785,16.1002951447 
1156,2052,529,4,4,3553.0,3416.27222222,360,3680,16.3853804533 
1157,1192,928,4,5,3553.0,3424.45035461,564,4392,16.1933441714 
1158,1903,1709,5,4,3553.0,3414.85992908,564,3884,16.3268019469 
1159,1537,2061,2,3,3553.0,3425.19,200,1512,17.3511205221 
1160,488,2153,6,6,3553.0,3422.42435897,780,6296,15.8023382016 
1161,2224,2700,4,4,3553.0,3423.09510086,347,2955,16.623606287 
1162,1047,3625,7,6,3553.0,3431.62453875,1084,5954,15.8629779242 
1163,559,286,5,3,3552.0,3426.96276596,564,4104,16.2669816197 
1164,1247,405,3,4,3552.0,3437.43333333,360,2625,16.7521767306 
1165,157,460,4,5,3552.0,3422.54078014,564,4486,16.1703518269 
1166,1676,2094,2,3,3552.0,3425.41,200,1737,17.2005004539 
1167,1003,3187,4,4,3552.0,3438.86388889,360,2114,16.9872375426 
1168,1804,3590,3,5,3552.0,3432.92553191,564,3651,16.3939704176 
1169,519,3706,3,3,3552.0,3427.795,200,1667,17.2451610004 
1170,2390,3756,5,5,3552.0,3415.83333333,564,4982,16.056490692 
1171,224,1037,5,3,3551.0,3419.68617021,564,4000,16.2948500217 
1172,2393,1645,4,3,3551.0,3430.28055556,360,2470,16.8182576169 
1173,1328,1697,4,5,3551.0,3424.89184397,564,4004,16.293764828 
1174,1463,1719,4,4,3551.0,3426.43611111,360,2799,16.6824927538 
1175,1596,1846,5,4,3551.0,3417.55673759,564,4472,16.1737455128 
1176,2255,1959,5,3,3551.0,3432.33634312,443,3619,16.4035285422 
1177,2348,2334,4,5,3551.0,3435.25065274,383,3761,16.3617416664 
1178,911,3260,4,3,3551.0,3434.48888889,360,2237,16.9258350398 
1179,1839,3397,4,5,3551.0,3430.99822695,564,3115,16.5663548725 
1180,2460,3833,4,3,3551.0,3419.3255814,344,2285,16.902784489 
1181,1751,3879,3,3,3551.0,3432.365,200,2003,17.0457976268 
1182,2164,3919,5,4,3551.0,3419.69858156,564,3895,16.323731345 
1183,1507,4006,4,3,3551.0,3430.33333333,360,2300,16.89568041 
1184,341,762,8,5,3550.0,3421.79731638,1416,9529,15.3523816826 
1185,1998,1462,4,7,3550.0,3423.95613161,1003,6264,15.8078706274 
1186,1313,1535,5,3,3550.0,3418.48758865,564,4081,16.2730835131 
1187,2456,1679,1,3,3550.0,3458.02479339,121,823,18.011500412 
1188,1997,2190,3,4,3550.0,3424.00277778,360,3047,16.5903188644 
1189,1131,2371,5,4,3550.0,3426.7464539,564,4134,16.2590738193 
1190,1944,2742,2,1,3550.0,3468.86666667,45,291,19.1402675275 
1191,2236,3723,5,5,3550.0,3421.65813528,547,4244,16.2305615619 
1192,182,3814,3,4,3550.0,3428.33611111,360,2863,16.6579466299 
1193,987,4125,3,3,3550.0,3428.04,200,1686,17.2328560743 
1194,2395,4240,4,1,3550.0,3413.40833333,360,2155,16.9663818138 
1195,1368,109,6,5,3549.0,3437.86256781,553,3622,16.4026288851 
1196,100,203,1,5,3549.0,3429.60810811,148,328,19.0103153907 
1197,1855,767,1,3,3549.0,3434.40875912,137,715,18.1642348955 
1198,762,1036,7,3,3549.0,3425.30297398,1076,6989,15.6889623988 
1199,1662,1999,4,1,3549.0,3426.4380531,226,1225,17.5796597782 
1200,1495,2204,3,3,3549.0,3428.515,200,1957,17.0710229359 
1201,1420,2613,4,5,3549.0,3431.99545455,440,4038,16.2845842135 
1202,1744,2964,5,5,3549.0,3438.75,564,3348,16.4880363767 
1203,1005,3213,4,4,3549.0,3438.79444444,360,2038,17.0269895508 
1204,2390,3872,4,3,3549.0,3414.58333333,360,2433,16.8346447277 
1205,131,3903,4,4,3549.0,3418.63333333,360,2912,16.6395215734 
1206,1521,4443,3,3,3549.0,3430.135,200,1510,17.3525576318 
1207,2319,452,3,2,3548.0,3418.315,200,1832,17.1426863267 
1208,218,514,9,3,3548.0,3420.5505618,1780,9293,15.3796101571 
1209,1043,811,5,3,3548.0,3428.53014184,564,3497,16.4407609192 
1210,2407,1336,4,5,3548.0,3433.45168067,476,3815,16.3462636443 
1211,1496,1511,4,3,3548.0,3417.76111111,360,2720,16.7135777399 
1212,1751,1645,3,4,3548.0,3416.22707424,229,1527,17.3404024074 
1213,2305,2059,5,9,3548.0,3419.78314607,1780,10741,15.2223882085 
1214,2047,2136,4,3,3548.0,3416.79722222,360,2546,16.7853540017 
1215,2154,3217,3,3,3548.0,3437.635,200,1665,17.2464644054 
1216,2213,3634,4,4,3548.0,3424.1,360,2879,16.6518958378 
1217,1987,3781,4,6,3548.0,3431.46195652,736,3981,16.300019556 
1218,1769,4045,3,4,3548.0,3421.30277778,360,2878,16.652273026 
1219,1365,159,4,4,3547.0,3427.51944444,360,2466,16.8200173194 
1220,2075,199,6,4,3547.0,3408.84615385,780,5825,15.8867601758 
1221,1287,220,5,3,3547.0,3424.91906475,556,2764,16.6961549032 
1222,1220,364,3,4,3547.0,3432.45555556,360,2384,16.8567343723 
1223,790,506,6,5,3547.0,3434.98589744,780,4807,16.0953146947 
1224,1104,672,6,6,3547.0,3432.54073034,712,5634,15.9229578934 
1225,841,1189,5,8,3547.0,3430.35702479,1210,10685,15.2280636837 
1226,1330,1450,4,3,3547.0,3424.60833333,360,3275,16.5119717392 
1227,500,1536,4,1,3547.0,3455.74439462,223,1073,17.7235006951 
1228,1276,2726,4,4,3547.0,3433.03888889,360,2556,16.7810978763 
1229,1975,2759,4,4,3547.0,3426.36936937,333,2390,16.8540052476 
1230,806,2928,7,6,3547.0,3429.86808118,1084,6024,15.850287592 
1231,1048,3585,5,5,3547.0,3432.71276596,564,3415,16.46652323 
1232,1685,3638,3,3,3547.0,3436.87,200,1404,17.4315822305 
1233,1214,3687,5,5,3547.0,3434.88120567,564,3695,16.3809638932 
1234,2418,4277,1,4,3547.0,3408.70277778,360,1887,17.1105702496 
1235,426,4368,4,2,3547.0,3430.99444444,360,2163,16.9623587014 
1236,627,200,5,4,3546.0,3431.2570922,564,4483,16.1710781528 
1237,1858,764,3,1,3546.0,3425.93442623,122,871,17.9499546125 
1238,217,985,1,2,3546.0,3454.73015873,63,328,19.0103153907 
1239,1192,1308,7,5,3546.0,3420.85608856,1084,8023,15.5391580195 
1240,1783,1782,4,5,3546.0,3423.48062016,516,4204,16.2408432316 
1241,1967,2015,4,3,3546.0,3416.98333333,360,2647,16.7431151467 
1242,720,2425,5,5,3546.0,3422.52836879,564,3942,16.3107084501 
1243,887,2709,5,3,3546.0,3427.11879433,564,2887,16.6488830403 
1244,242,3405,4,4,3546.0,3429.38333333,360,3195,16.5388228438 
1245,1667,3475,5,5,3546.0,3451.38297872,564,2663,16.7365720839 
1246,1986,824,6,5,3545.0,3413.25769231,780,7322,15.6384256886 
1247,985,3257,4,4,3545.0,3438.02777778,360,2341,16.8764964658 
1248,1343,3573,5,4,3545.0,3441.06205674,564,2435,16.8337525861 
1249,1994,3789,5,3,3545.0,3426.41755889,467,4025,16.2880852882 
1250,155,3902,5,5,3545.0,3423.66312057,564,3576,16.4165062247 
1251,416,220,5,4,3544.0,3423.22340426,564,3890,16.3251259967 
1252,1135,223,6,3,3544.0,3424.60384615,780,4260,16.2264760022 
1253,1164,241,5,5,3544.0,3429.28368794,564,4498,16.1674513723 
1254,939,801,4,4,3544.0,3431.26944444,360,2912,16.6395215734 
1255,610,834,4,4,3544.0,3428.7,360,2566,16.7768583699 
1256,1797,850,3,4,3544.0,3413.26944444,360,2718,16.714376369 
1257,1678,1313,4,3,3544.0,3417.51111111,360,2823,16.6732228046 
1258,1318,1714,5,1,3544.0,3440.02586207,348,2417,16.841808374 
1259,532,1747,4,3,3544.0,3429.525,360,3402,16.4706642268 
1260,622,1892,7,5,3544.0,3423.09082397,1068,8288,15.503875644 
1261,701,2139,4,4,3544.0,3440.86388889,360,2703,16.7203848858 
1262,1739,2220,5,4,3544.0,3421.46631206,564,3860,16.3335317383 
1263,1700,2381,3,4,3544.0,3426.83333333,360,2813,16.6770756696 
1264,831,2454,5,3,3544.0,3423.92553191,564,3331,16.4935634183 
1265,2205,2727,2,2,3544.0,3435.27173913,92,695,18.1950379885 
1266,1150,3385,5,5,3544.0,3450.04432624,564,2560,16.7794000867 
1267,813,3634,6,4,3544.0,3424.62051282,780,5108,16.0293727785 
1268,579,3691,4,4,3544.0,3426.36666667,360,2403,16.848115573 
1269,1445,4471,4,3,3544.0,3429.06687898,314,2041,17.0253924882 
1270,1678,1156,6,4,3543.0,3414.16153846,780,4845,16.0867655465 
1271,2051,1397,5,5,3543.0,3435.21985816,564,3582,16.4146860462 
1272,1681,1553,6,3,3543.0,3416.16153846,780,5558,15.9377036439 
1273,1202,1568,4,3,3543.0,3423.71111111,360,2950,16.6254449601 
1274,2427,1719,2,3,3543.0,3436.605,200,1173,17.6267549697 
1275,1753,2150,4,3,3543.0,3430.2293578,327,2075,17.0074547474 
1276,1714,2744,3,3,3543.0,3439.15,200,1504,17.3568804094 
1277,952,2944,4,4,3543.0,3437.73333333,360,2301,16.8952084533 
1278,1836,3622,3,3,3543.0,3435.02,200,1394,17.4393430656 
1279,815,3673,6,3,3543.0,3424.83589744,780,4110,16.2653954453 
1280,983,3819,4,4,3543.0,3425.63888889,360,2127,16.9805812752 
1281,1583,4216,4,5,3543.0,3420.05141844,564,3937,16.312086463 
1282,2140,4353,5,4,3543.0,3413.88652482,564,4045,16.2827036851 
1283,1865,775,3,3,3542.0,3426.87591241,137,998,17.8021736468 
1284,891,928,5,3,3542.0,3422.71276596,564,3458,16.4529375277 
1285,1825,2097,4,4,3542.0,3418.30277778,360,2638,16.746813022 
1286,762,2104,4,3,3542.0,3422.84444444,360,2803,16.6809422556 
1287,1353,2222,3,3,3542.0,3426.26,200,1656,17.2523491689 
1288,750,2439,5,3,3542.0,3422.59219858,564,3527,16.4314863508 
1289,440,2454,4,3,3542.0,3429.39722222,360,2439,16.8319704992 
1290,2359,2485,2,3,3542.0,3426.565,200,1552,17.3227707077 
1291,581,2950,4,5,3542.0,3426.50886525,564,4172,16.2491392506 
1292,1818,2993,5,6,3542.0,3429.61153846,780,3841,16.3388892321 
1293,1172,3401,5,5,3542.0,3449.89716312,564,2151,16.968398974 
1294,2393,3475,2,5,3542.0,3420.25886525,564,4000,16.2948500217 
1295,2011,3639,8,4,3542.0,3425.60570988,1296,6100,15.8366754125 
1296,2096,3702,1,3,3542.0,3437.97931034,145,1177,17.6230588429 
