Galaxy Number,X coord,Y coord,X radius,Y radius,Max Pixel,Local Background,Pixel Count,Photon Count,Magnitude 
2930,541,1068,4,3,3490.0,3429.00555556,360,1792,17.1666549867 
2931,248,1096,3,3,3490.0,3429.335,200,771,18.0823640549 
2932,296,1190,2,2,3490.0,3442.50574713,87,343,18.9617646999 
2933,1090,1204,3,3,3490.0,3429.425,200,909,17.9035902919 
2934,1227,1205,3,2,3490.0,3422.375,200,1025,17.7731903365 
2935,1601,1273,3,3,3490.0,3422.46,200,999,17.8010862794 
2936,135,1358,2,4,3490.0,3420.6028169,355,1764,17.183753548 
2937,1194,1371,2,1,3490.0,3432.51086957,92,342,18.9649347349 
2938,2343,1374,2,1,3490.0,3446.01923077,52,125,20.0577249675 
2939,435,1449,2,1,3490.0,3444.55319149,47,206,19.5153319491 
2940,2226,1546,2,2,3490.0,3439.40217391,92,344,18.9586038936 
2941,2045,1556,1,3,3490.0,3435.8487395,119,414,18.7574991472 
2942,2261,1763,3,1,3490.0,3426.225,200,677,18.2235283283 
2943,1385,1771,3,3,3490.0,3444.32679739,153,595,18.3637075857 
2944,1492,1776,3,2,3490.0,3425.445,200,973,17.8297178993 
2945,153,1825,1,2,3490.0,3432.08695652,92,378,18.8562705004 
2946,1473,1955,2,3,3490.0,3421.96,200,991,17.8098158638 
2947,1639,2079,2,1,3490.0,3434.16304348,92,404,18.7840465872 
2948,1879,2097,2,2,3490.0,3427.55434783,92,479,18.5991612165 
2949,1152,2107,1,3,3490.0,3427.575,200,764,18.0922666036 
2950,1344,2202,3,4,3490.0,3420.29444444,360,1404,17.4315822305 
2951,1650,2262,2,1,3490.0,3433.69642857,56,222,19.4341175639 
2952,2305,2298,2,1,3490.0,3454.33898305,59,106,20.2367353368 
2953,1242,2312,3,3,3490.0,3426.775,200,970,17.8330706643 
2954,936,2318,4,3,3490.0,3452.22844828,232,844,17.9841438834 
2955,228,2339,3,1,3490.0,3427.10144928,138,244,19.3315254342 
2956,852,2340,2,2,3490.0,3444.86813187,91,263,19.2501106288 
2957,1277,2357,3,2,3490.0,3427.45,200,886,17.9314156953 
2958,920,2499,1,2,3490.0,3438.98913043,92,320,19.0371250542 
2959,1708,2595,2,1,3490.0,3439.16981132,53,188,19.6146053768 
2960,151,2613,2,1,3490.0,3436.36206897,58,208,19.5048416626 
2961,2042,2627,3,1,3490.0,3426.26865672,134,601,18.35281382 
2962,1003,2699,2,1,3490.0,3444.49122807,57,185,19.632070679 
2963,962,2740,2,2,3490.0,3470.40540541,37,74,20.6269207007 
2964,158,2768,1,2,3490.0,3430.64912281,57,220,19.4439432979 
2965,652,2772,2,1,3490.0,3443.76086957,92,281,19.1782342002 
2966,1386,2787,3,2,3490.0,3439.535,200,730,18.1416928497 
2967,2200,2834,2,1,3490.0,3434.2826087,92,390,18.8223384824 
2968,2362,2859,2,3,3490.0,3421.31,200,863,17.9599730107 
2969,843,2920,3,2,3490.0,3430.065,200,837,17.993186355 
2970,973,2960,1,2,3490.0,3446.05434783,92,299,19.1108220292 
2971,1734,3151,3,2,3490.0,3449.44848485,165,469,18.6220678932 
2972,1739,3162,3,4,3490.0,3447.44480519,308,871,17.9499546125 
2973,730,3311,4,5,3490.0,3451.115625,320,1061,17.7357115402 
2974,134,3354,1,2,3490.0,3433.80434783,92,380,18.8505410085 
2975,1020,3450,2,2,3490.0,3444.61956522,92,380,18.8505410085 
2976,1600,3570,3,2,3490.0,3439.83333333,138,455,18.6549715084 
2977,1086,3643,2,4,3490.0,3434.63611111,360,1381,17.4495158036 
2978,1218,3691,1,2,3490.0,3442.07936508,63,160,19.7897000434 
2979,421,3710,2,5,3490.0,3434.94285714,210,898,17.9168091583 
2980,2160,3745,1,2,3490.0,3457.02777778,36,118,20.1202949817 
2981,1777,3826,2,3,3490.0,3428.905,200,1025,17.7731903365 
2982,538,3964,2,2,3490.0,3440.10416667,48,199,19.552867309 
2983,957,3987,5,2,3490.0,3420.03014184,564,1844,17.1355977082 
2984,1420,4030,2,2,3490.0,3443.5,92,283,19.1705339112 
2985,1446,4092,1,2,3490.0,3433.32051282,78,361,18.9062319952 
2986,1045,4124,3,2,3490.0,3426.575,200,795,18.0490821784 
2987,185,4231,2,1,3490.0,3439.73684211,57,112,20.1769549433 
2988,2435,4266,1,2,3490.0,3421.06666667,60,249,19.3095016323 
2989,1006,4286,3,1,3490.0,3422.815,200,967,17.8364338148 
2990,337,4297,2,2,3490.0,3427.36956522,92,425,18.7290276749 
2991,261,4342,3,2,3490.0,3432.58673469,196,558,18.4334145027 
2992,295,4373,1,2,3490.0,3430.47058824,68,102,20.2784995706 
2993,2434,4453,1,2,3490.0,3407.18478261,92,315,19.0542236155 
2994,948,103,2,1,3489.0,3430.17948718,78,211,19.4892938618 
2995,1468,111,1,2,3489.0,3434.20879121,91,243,19.335984316 
2996,1192,113,3,1,3489.0,3432.05737705,122,450,18.6669687156 
2997,1422,115,1,2,3489.0,3448.12962963,54,89,20.4265249834 
2998,1608,155,1,2,3489.0,3440.95121951,82,256,19.2794000867 
2999,2353,262,2,1,3489.0,3420.33333333,63,168,19.7367267957 
3000,847,279,2,2,3489.0,3441.13043478,92,305,19.0892504016 
3001,2085,293,3,1,3489.0,3442.74358974,117,397,18.8030237331 
3002,846,314,1,2,3489.0,3437.28571429,56,178,19.6739499942 
3003,1786,325,3,3,3489.0,3424.555,200,940,17.867180366 
3004,233,362,2,1,3489.0,3441.72413793,58,141,19.9269522184 
3005,1066,502,3,3,3489.0,3438.92,200,779,18.0711563558 
3006,1315,539,1,2,3489.0,3446.36231884,69,163,19.769530989 
3007,107,618,1,2,3489.0,3447.9,80,29,21.6440050053 
3008,111,626,1,2,3489.0,3451.61111111,90,32,21.5371250542 
3009,281,706,2,1,3489.0,3438.08333333,72,250,19.3051499783 
3010,103,709,2,1,3489.0,3445.12328767,73,52,21.0099916409 
3011,539,712,3,2,3489.0,3427.67,200,918,17.892893297 
3012,179,770,2,1,3489.0,3441.64444444,45,124,20.0664457871 
3013,1582,786,1,2,3489.0,3429.38043478,92,431,18.7138068246 
3014,982,964,3,4,3489.0,3429.49166667,360,1711,17.2168749761 
3015,959,1034,1,3,3489.0,3437.82758621,116,443,18.6839906844 
3016,1399,1134,2,1,3489.0,3436.95555556,45,227,19.409935357 
3017,690,1286,2,3,3489.0,3429.205,200,915,17.8964472648 
3018,2005,1321,2,1,3489.0,3433.43636364,55,230,19.39568041 
3019,2416,1325,3,1,3489.0,3433.73195876,194,587,18.3784047469 
3020,2267,1413,2,1,3489.0,3436.65217391,69,160,19.7897000434 
3021,826,1475,2,2,3489.0,3440.33802817,71,285,19.16288785 
3022,213,1476,2,1,3489.0,3440.04878049,41,133,19.9903708976 
3023,505,1546,1,2,3489.0,3445.51111111,45,144,19.9040937698 
3024,2169,1636,2,3,3489.0,3426.13,200,856,17.9688155883 
3025,1425,1756,4,1,3489.0,3441.9047619,105,619,18.3207733774 
3026,149,1825,2,1,3489.0,3426.6375,80,297,19.1181088767 
3027,1709,1940,3,2,3489.0,3421.63,200,911,17.9012040576 
3028,2058,1956,2,1,3489.0,3433.51666667,60,196,19.5693598216 
3029,535,1994,3,2,3489.0,3426.31736527,167,819,18.0167902456 
3030,207,2020,1,2,3489.0,3428.28125,64,196,19.5693598216 
3031,2203,2102,3,1,3489.0,3429.14173228,127,460,18.6431054208 
3032,1083,2106,3,3,3489.0,3425.095,200,1054,17.7428984728 
3033,1397,2128,1,2,3489.0,3433.73913043,92,375,18.8649218307 
3034,364,2213,2,1,3489.0,3434.56097561,41,145,19.8965799944 
3035,2054,2237,2,1,3489.0,3443.32608696,46,224,19.4243799542 
3036,613,2250,3,3,3489.0,3424.685,200,903,17.9107806242 
3037,1874,2254,1,2,3489.0,3427.82608696,92,443,18.6839906844 
3038,2322,2292,1,2,3489.0,3441.25396825,63,84,20.4893017848 
3039,1558,2316,1,3,3489.0,3428.275,200,845,17.9828582276 
3040,111,2354,1,2,3489.0,3423.37931034,58,126,20.0490736372 
3041,1511,2405,2,3,3489.0,3432.095,200,1016,17.7827657301 
3042,2416,2475,1,2,3489.0,3432.63333333,60,204,19.5259245814 
3043,537,2576,4,2,3489.0,3423.65,360,1462,17.3876315684 
3044,2030,2590,1,2,3489.0,3433.76363636,55,225,19.4195437047 
3045,1336,2648,2,1,3489.0,3446.53191489,47,185,19.632070679 
3046,2269,2649,1,2,3489.0,3433.20408163,49,160,19.7897000434 
3047,1935,2677,2,2,3489.0,3450.36585366,41,281,19.1782342002 
3048,186,2696,2,3,3489.0,3431.61931818,176,765,18.0908464121 
3049,976,2816,1,5,3489.0,3450.8627451,102,176,19.6862183305 
3050,1075,2885,2,1,3489.0,3444.17391304,92,323,19.0269936942 
3051,947,2943,2,3,3489.0,3440.2721519,158,620,18.3190207763 
3052,1217,2999,4,11,3489.0,3450.40710209,1577,2969,16.618474506 
3053,1872,3202,2,2,3489.0,3440.56521739,92,326,19.0169559998 
3054,2303,3290,2,1,3489.0,3447.90566038,53,109,20.2064337551 
3055,2102,3369,1,2,3489.0,3433.56521739,92,414,18.7574991472 
3056,1081,3429,2,3,3489.0,3443.425,200,677,18.2235283283 
3057,1081,3643,1,2,3489.0,3446.47058824,68,265,19.2418853152 
3058,1731,3692,1,2,3489.0,3437.67241379,58,157,19.810250869 
3059,262,3790,2,1,3489.0,3438.17391304,92,297,19.1181088767 
3060,2143,4165,2,2,3489.0,3424.95652174,92,409,18.77069173 
3061,2434,4260,1,2,3489.0,3413.04477612,67,148,19.8743457115 
3062,1996,4273,1,3,3489.0,3416.09,200,899,17.9156007707 
3063,2143,4334,3,3,3489.0,3423.415,200,1101,17.6955317026 
3064,1866,4409,2,2,3489.0,3433.89090909,55,198,19.5583370243 
3065,1421,4470,2,1,3489.0,3449.82352941,17,85,20.4764526857 
3066,1412,4489,1,2,3489.0,3441.34146341,41,131,20.0068217609 
3067,1362,100,5,1,3488.0,3435.2972973,185,611,18.3348969744 
3068,378,101,2,2,3488.0,3423.13043478,46,192,19.5917469282 
3069,2004,101,2,2,3488.0,3435.06060606,33,195,19.5749134716 
3070,169,106,2,1,3488.0,3429.29545455,44,119,20.1111325965 
3071,420,110,1,2,3488.0,3432.98181818,55,58,20.8914300161 
3072,1419,113,3,1,3488.0,3444.18487395,119,205,19.5206153474 
3073,457,208,3,2,3488.0,3427.11,200,916,17.8952613158 
3074,2345,218,1,2,3488.0,3418.80434783,92,364,18.8972465409 
3075,1125,296,3,2,3488.0,3439.14864865,148,617,18.3242870899 
3076,2312,317,2,1,3488.0,3428.63043478,92,319,19.0405232924 
3077,1967,419,1,2,3488.0,3421.31818182,66,268,19.2296630149 
3078,1633,444,1,2,3488.0,3434.5942029,69,243,19.335984316 
3079,1255,489,4,2,3488.0,3430.00277778,360,1356,17.4693507762 
3080,2056,507,2,2,3488.0,3427.89130435,92,426,18.7264760022 
3081,816,744,1,3,3488.0,3436.41242938,177,509,18.5332055442 
3082,369,1010,3,3,3488.0,3423.06,200,1004,17.795665718 
3083,899,1277,3,1,3488.0,3425.63,200,950,17.8556909868 
3084,2421,1308,2,3,3488.0,3430.855,200,566,18.417958922 
3085,1725,1310,5,1,3488.0,3419.00886525,564,2317,16.8876849155 
3086,2372,1406,2,1,3488.0,3441.52173913,69,196,19.5693598216 
3087,149,1446,3,1,3488.0,3433.31081081,148,716,18.1627174442 
3088,1293,1464,1,2,3488.0,3434.51785714,56,198,19.5583370243 
3089,290,1482,4,2,3488.0,3418.325,360,1292,17.5218437159 
3090,1142,1522,1,3,3488.0,3427.35766423,137,663,18.246216179 
3091,903,1602,1,3,3488.0,3433.12977099,131,507,18.5374801017 
3092,1565,1734,2,1,3488.0,3437.69565217,92,342,18.9649347349 
3093,1165,1773,2,2,3488.0,3435.81690141,71,256,19.2794000867 
3094,563,1778,2,2,3488.0,3438.13043478,92,403,18.7867373846 
3095,1451,1913,2,1,3488.0,3427.47826087,92,419,18.7444649426 
3096,318,2047,3,1,3488.0,3426.1863354,161,578,18.3951804039 
3097,616,2067,3,2,3488.0,3424.905,200,830,18.0023047691 
3098,1602,2122,2,1,3488.0,3433.22826087,92,317,19.0473518445 
3099,1395,2129,1,2,3488.0,3431.12195122,82,298,19.1144593398 
3100,2047,2193,2,3,3488.0,3419.625,200,880,17.9387933196 
3101,1753,2251,2,3,3488.0,3420.635,200,919,17.8917112215 
3102,1517,2287,3,2,3488.0,3423.765,200,945,17.8614204787 
3103,2386,2305,3,3,3488.0,3446.68503937,127,464,18.6337050486 
3104,782,2341,3,2,3488.0,3428.805,200,890,17.9265249834 
3105,2354,2371,1,3,3488.0,3421.92307692,143,515,18.5204819274 
3106,1585,2531,2,1,3488.0,3436.22826087,92,318,19.0439322 
3107,2423,2561,2,2,3488.0,3425.29347826,92,442,18.6864443266 
3108,605,2614,1,2,3488.0,3439.0,64,227,19.409935357 
3109,1478,2630,1,2,3488.0,3440.78787879,66,136,19.9661527291 
3110,1230,2739,2,2,3488.0,3440.54347826,92,308,19.0786232087 
3111,454,2774,2,3,3488.0,3424.32,200,862,17.9612318354 
3112,2102,2794,3,3,3488.0,3430.44,200,972,17.8308343377 
3113,1717,2847,2,5,3488.0,3434.71836007,561,1439,17.4048480152 
3114,901,2907,1,4,3488.0,3437.61744966,298,784,18.0642098433 
3115,207,2917,2,2,3488.0,3425.86956522,69,218,19.453858766 
3116,2165,2933,2,3,3488.0,3431.69273743,179,685,18.2107735713 
3117,2280,3199,2,2,3488.0,3439.27173913,92,349,18.9429364326 
3118,2460,3203,2,1,3488.0,3432.625,48,150,19.8597718524 
3119,1024,3239,2,2,3488.0,3445.88043478,92,305,19.0892504016 
3120,726,3288,2,2,3488.0,3451.56521739,92,114,20.1577378717 
3121,580,3304,4,1,3488.0,3428.74444444,360,1123,17.6740506093 
3122,819,3321,11,4,3488.0,3451.28471139,1282,2644,16.744346373 
3123,1658,3433,2,4,3488.0,3460.64864865,222,304,19.092816041 
3124,1702,3455,3,1,3488.0,3442.7,200,632,18.2982073043 
3125,915,3610,2,3,3488.0,3433.065,200,937,17.8706510228 
3126,2186,3649,1,3,3488.0,3420.66,200,882,17.9363285372 
3127,107,3662,1,3,3488.0,3422.21153846,156,357,18.9183294597 
3128,1166,3710,1,2,3488.0,3435.2173913,92,362,18.9032285737 
3129,2111,3738,1,4,3488.0,3449.49068323,161,625,18.3102999566 
3130,2464,3832,3,1,3488.0,3422.95348837,129,465,18.6313676178 
3131,2258,3846,1,2,3488.0,3433.83333333,42,171,19.717509724 
3132,2357,3905,1,3,3488.0,3417.78,200,989,17.812009271 
3133,1097,4070,1,4,3488.0,3426.81879195,298,800,18.0422750325 
3134,1021,4200,3,4,3488.0,3420.41944444,360,1494,17.3641235063 
3135,2401,4265,1,2,3488.0,3417.53846154,78,262,19.2542467717 
3136,1681,4362,2,1,3488.0,3427.86956522,92,387,18.8307225875 
3137,2218,4385,4,2,3488.0,3411.52777778,360,1244,17.5629490491 
3138,2120,4397,2,2,3488.0,3436.76119403,67,304,19.092816041 
3139,1338,4416,2,1,3488.0,3439.31521739,92,235,19.3723303443 
3140,1503,4459,1,2,3488.0,3431.2739726,73,289,19.1477553931 
3141,1425,4480,2,2,3488.0,3450.5,60,208,19.5048416626 
3142,100,119,1,2,3487.0,3415.62,50,69,20.7028772732 
3143,167,201,1,2,3487.0,3427.83018868,53,139,19.9424629994 
3144,2356,237,1,2,3487.0,3422.36666667,60,171,19.717509724 
3145,1729,264,1,2,3487.0,3424.81967213,61,223,19.4292378424 
3146,1346,267,1,4,3487.0,3429.46666667,360,1348,17.4757752695 
3147,2437,300,2,1,3487.0,3423.05434783,92,413,18.7601248709 
3148,2458,451,2,1,3487.0,3429.94444444,54,203,19.5312599052 
3149,115,510,2,1,3487.0,3433.47560976,82,261,19.2583987317 
3150,121,547,3,1,3487.0,3433.32173913,115,350,18.9398298891 
3151,822,562,3,3,3487.0,3434.12,200,911,17.9012040576 
3152,104,610,1,2,3487.0,3440.36065574,61,84,20.4893017848 
3153,309,624,1,3,3487.0,3431.90555556,180,497,18.5591090282 
3154,107,628,2,2,3487.0,3456.0625,32,51,21.0310745598 
3155,435,676,4,2,3487.0,3434.43346008,263,1179,17.6212154873 
3156,2063,758,3,1,3487.0,3415.52,200,996,17.8043516539 
3157,750,887,4,4,3487.0,3434.22072072,222,851,17.9751760998 
3158,554,1001,3,3,3487.0,3431.435,200,927,17.8823006646 
3159,1410,1149,2,1,3487.0,3443.85185185,54,114,20.1577378717 
3160,833,1191,1,4,3487.0,3431.72653061,245,741,18.1254544801 
3161,2271,1286,2,1,3487.0,3438.97826087,92,286,19.1590849172 
3162,597,1341,2,2,3487.0,3439.60869565,92,343,18.9617646999 
3163,1889,1389,2,1,3487.0,3434.88461538,52,145,19.8965799944 
3164,1419,1407,2,2,3487.0,3432.59782609,92,388,18.827920686 
3165,101,1432,3,1,3487.0,3436.94366197,71,286,19.1590849172 
3166,1068,1433,1,3,3487.0,3423.78,200,874,17.9462214184 
3167,308,1497,1,2,3487.0,3436.54347826,92,320,19.0371250542 
3168,558,1523,2,1,3487.0,3437.32307692,65,191,19.5974165819 
3169,1262,1651,2,2,3487.0,3425.45652174,92,318,19.0439322 
3170,930,1673,3,2,3487.0,3424.575,200,797,18.0463541965 
3171,2089,1680,1,2,3487.0,3432.63492063,63,214,19.4739655666 
3172,2468,1694,1,2,3487.0,3442.9047619,21,224,19.4243799542 
3173,1337,1733,2,2,3487.0,3441.19047619,42,197,19.5638344346 
3174,2409,1742,1,2,3487.0,3431.92391304,92,222,19.4341175639 
3175,1180,1754,2,1,3487.0,3445.33695652,92,249,19.3095016323 
3176,207,1785,1,2,3487.0,3426.23863636,88,270,19.2215905896 
3177,2348,1826,2,2,3487.0,3445.75,24,126,20.0490736372 
3178,1829,1974,4,1,3487.0,3417.11453744,227,757,18.1022603012 
3179,2458,2117,1,3,3487.0,3436.34054054,185,498,18.5569266431 
3180,160,2134,2,2,3487.0,3427.52173913,92,313,19.0611391561 
3181,1605,2159,2,3,3487.0,3420.07,200,912,17.9000129042 
3182,2031,2162,2,1,3487.0,3429.60869565,92,341,18.9681140525 
3183,1498,2205,1,2,3487.0,3429.91304348,69,171,19.717509724 
3184,367,2228,2,1,3487.0,3436.0,55,146,19.8891178605 
3185,2173,2228,2,4,3487.0,3419.53939394,330,1652,17.2549748925 
3186,1896,2518,2,3,3487.0,3421.035,200,991,17.8098158638 
3187,1854,2536,3,2,3487.0,3430.65625,192,668,18.2380588438 
3188,605,2617,1,2,3487.0,3431.44444444,54,166,19.7497297799 
3189,817,2663,2,3,3487.0,3451.00813008,123,250,19.3051499783 
3190,354,2717,2,2,3487.0,3436.3125,80,285,19.16288785 
3191,619,2764,4,1,3487.0,3436.67757009,214,623,18.3137798834 
3192,1703,2860,2,1,3487.0,3450.83695652,92,202,19.5366215764 
3193,1717,2889,1,2,3487.0,3441.86206897,58,182,19.64982153 
3194,1251,2968,3,2,3487.0,3449.99,200,353,18.9305632365 
3195,2148,3058,1,2,3487.0,3442.36842105,57,184,19.6379554425 
3196,2457,3132,2,2,3487.0,3431.05681818,88,394,18.8112594454 
3197,2192,3264,2,1,3487.0,3454.14035088,57,36,21.4092437481 
3198,2216,3292,2,1,3487.0,3457.34782609,23,68,20.7187277182 
3199,739,3301,3,2,3487.0,3463.18823529,85,170,19.7238776966 
3200,2016,3305,2,1,3487.0,3444.0,55,125,20.0577249675 
3201,1911,3371,2,1,3487.0,3441.07936508,63,188,19.6146053768 
3202,114,3384,3,1,3487.0,3420.885,200,845,17.9828582276 
3203,973,3612,2,3,3487.0,3432.2,200,883,17.9350982411 
3204,432,3860,3,3,3487.0,3426.765,200,896,17.9192299758 
3205,299,3871,2,2,3487.0,3437.95,80,238,19.3585576074 
3206,1599,3997,2,2,3487.0,3435.85869565,92,405,18.781362442 
3207,274,4064,2,3,3487.0,3431.76165803,193,794,18.0504487439 
3208,2186,4096,3,2,3487.0,3422.515,200,940,17.867180366 
3209,1116,4182,1,4,3487.0,3426.85942492,313,776,18.0753456969 
3210,1097,4231,1,2,3487.0,3434.51948052,77,248,19.3138707979 
3211,1196,4272,2,3,3487.0,3429.69,200,907,17.9059817823 
3212,1352,4300,3,1,3487.0,3426.075,200,785,18.0628258581 
3213,1325,4383,3,1,3487.0,3448.27192982,114,349,18.9429364326 
3214,1533,4424,2,1,3487.0,3440.73584906,53,136,19.9661527291 
3215,279,100,2,1,3486.0,3416.33333333,45,219,19.4488897129 
3216,269,101,2,1,3486.0,3412.42592593,54,123,20.0752372214 
3217,1412,102,2,1,3486.0,3439.94202899,69,59,20.8728699709 
3218,1612,103,3,1,3486.0,3430.87209302,86,318,19.0439322 
3219,1373,104,1,2,3486.0,3444.04,25,2,24.5474250108 
3220,694,191,2,1,3486.0,3438.05434783,92,197,19.5638344346 
3221,105,216,2,1,3486.0,3418.36170213,47,206,19.5153319491 
3222,658,346,2,1,3486.0,3442.04347826,92,296,19.1217707224 
3223,385,347,2,2,3486.0,3434.77272727,88,284,19.1667041499 
3224,496,555,4,1,3486.0,3429.40614334,293,915,17.8964472648 
3225,1211,617,1,3,3486.0,3434.93706294,143,320,19.0371250542 
3226,209,647,3,2,3486.0,3427.6,200,851,17.9751760998 
3227,707,697,2,1,3486.0,3454.93877551,49,174,19.6986268793 
3228,996,735,3,4,3486.0,3430.225,360,1311,17.5059932708 
3229,176,761,1,2,3486.0,3430.64285714,56,148,19.8743457115 
3230,315,826,3,1,3486.0,3434.048,125,211,19.4892938618 
3231,1887,881,2,3,3486.0,3427.63846154,130,521,18.5079056918 
3232,1213,1033,4,2,3486.0,3433.696,250,1021,17.7774356448 
3233,2132,1047,2,1,3486.0,3427.91304348,92,460,18.6431054208 
3234,2396,1079,2,1,3486.0,3440.4375,48,138,19.950302284 
3235,911,1084,2,1,3486.0,3434.93478261,92,342,18.9649347349 
3236,1107,1113,3,2,3486.0,3423.795,200,948,17.8579791567 
3237,278,1238,2,2,3486.0,3439.30666667,75,265,19.2418853152 
3238,1740,1270,2,3,3486.0,3420.225,200,1026,17.7721315981 
3239,1396,1291,2,1,3486.0,3426.90217391,92,370,18.8794956898 
3240,851,1330,3,2,3486.0,3425.5,200,971,17.8319519252 
3241,1919,1416,2,2,3486.0,3429.7826087,92,456,18.6525878933 
3242,1669,1419,3,2,3486.0,3422.49,200,1037,17.760553109 
3243,117,1469,2,2,3486.0,3439.32786885,61,250,19.3051499783 
3244,1945,1525,2,2,3486.0,3438.20652174,92,381,18.8476875608 
3245,627,1570,3,3,3486.0,3439.855,200,883,17.9350982411 
3246,2396,1617,2,1,3486.0,3433.75,92,298,19.1144593398 
3247,655,1618,1,2,3486.0,3433.08695652,69,209,19.4996342847 
3248,2367,1629,2,1,3486.0,3444.70588235,51,154,19.8311981979 
3249,2122,1641,2,2,3486.0,3433.29347826,92,341,18.9681140525 
3250,2072,1700,3,4,3486.0,3419.06666667,360,1805,17.1588069844 
3251,402,1740,1,2,3486.0,3428.69565217,92,290,19.1440050053 
3252,2393,1767,1,3,3486.0,3428.42,200,616,18.3260482196 
3253,1648,1788,2,1,3486.0,3436.27118644,59,224,19.4243799542 
3254,1096,1928,3,2,3486.0,3445.72115385,104,416,18.7522666734 
3255,1639,2043,2,1,3486.0,3437.37037037,54,207,19.5100741364 
3256,110,2060,1,2,3486.0,3427.77777778,63,166,19.7497297799 
3257,702,2135,3,1,3486.0,3440.38666667,150,333,18.9938894162 
3258,972,2227,2,2,3486.0,3439.41304348,92,368,18.8853804533 
3259,2318,2286,1,2,3486.0,3452.02173913,46,72,20.6566687589 
3260,597,2372,3,3,3486.0,3433.45,200,894,17.921656203 
3261,979,2428,2,3,3486.0,3430.73142857,175,683,18.2139482408 
3262,443,2448,2,2,3486.0,3436.43037975,79,326,19.0169559998 
3263,503,2450,1,3,3486.0,3427.855,200,920,17.8905304316 
3264,2096,2450,3,2,3486.0,3425.9197861,187,886,17.9314156953 
3265,1521,2472,4,1,3486.0,3430.22068966,290,1261,17.5482122836 
3266,995,2495,3,2,3486.0,3431.74,200,915,17.8964472648 
3267,964,2596,1,3,3486.0,3429.335,200,735,18.1342816523 
3268,1169,2625,2,1,3486.0,3443.05434783,92,148,19.8743457115 
3269,1054,2690,3,2,3486.0,3431.63,200,859,17.9650170904 
3270,1315,2751,4,2,3486.0,3431.55833333,360,922,17.8881726974 
3271,896,2787,3,1,3486.0,3432.515,200,702,18.1841572197 
3272,2437,2789,2,1,3486.0,3429.3125,80,193,19.5861067275 
3273,1654,2847,1,2,3486.0,3458.775,40,81,20.5287874528 
3274,887,2863,1,2,3486.0,3453.9,10,95,20.3556909868 
3275,2427,2940,2,1,3486.0,3428.4,65,280,19.1821049216 
3276,1188,3042,1,2,3486.0,3453.85294118,68,100,20.3 
3277,2043,3146,3,1,3486.0,3452.80327869,122,289,19.1477553931 
3278,2058,3159,1,2,3486.0,3444.59615385,52,113,20.1673038913 
3279,736,3302,1,2,3486.0,3464.58,50,54,20.9690156004 
3280,734,3306,2,1,3486.0,3466.46428571,28,47,21.1197553552 
3281,1069,3329,2,3,3486.0,3447.01212121,165,437,18.6987964076 
3282,258,3332,1,2,3486.0,3434.1375,80,358,18.9152924334 
3283,1908,3370,2,1,3486.0,3438.0,50,162,19.7762124636 
3284,912,3508,1,3,3486.0,3433.98136646,161,407,18.7760139769 
3285,1720,3512,2,3,3486.0,3436.885,200,557,18.4353620121 
3286,1236,3535,3,1,3486.0,3442.075,200,504,18.5439236589 
3287,1588,3581,1,4,3486.0,3439.97333333,225,393,18.8140186241 
3288,1028,3726,2,1,3486.0,3440.9673913,92,278,19.1898880102 
3289,854,3809,2,3,3486.0,3429.16,200,780,18.0697634933 
3290,1887,3961,3,1,3486.0,3422.38,200,772,18.0809567492 
3291,479,4054,2,1,3486.0,3435.60869565,92,419,18.7444649426 
3292,1200,4184,2,2,3486.0,3433.14130435,92,394,18.8112594454 
3293,188,4233,2,1,3486.0,3437.39130435,46,150,19.8597718524 
3294,197,4300,2,2,3486.0,3428.62068966,87,368,18.8853804533 
3295,467,4315,1,3,3486.0,3431.50406504,123,409,18.77069173 
3296,2170,4330,2,2,3486.0,3425.72826087,92,289,19.1477553931 
3297,1336,4347,2,1,3486.0,3430.9673913,92,321,19.033737419 
3298,1279,4348,2,2,3486.0,3439.03488372,86,355,18.9244291174 
3299,1287,4370,2,1,3486.0,3434.58695652,92,384,18.8391719391 
3300,835,4392,2,1,3486.0,3426.10869565,92,323,19.0269936942 
3301,1414,4396,2,3,3486.0,3424.025,200,795,18.0490821784 
3302,1379,104,1,3,3485.0,3446.26923077,26,43,21.2163288611 
3303,1425,110,2,1,3485.0,3445.6122449,49,-8,27.5577249675 
3304,1447,115,1,2,3485.0,3447.55555556,27,120,20.1020468849 
3305,621,199,2,2,3485.0,3437.625,64,171,19.717509724 
3306,1269,247,2,3,3485.0,3433.57,200,685,18.2107735713 
3307,152,345,1,2,3485.0,3418.37254902,51,219,19.4488897129 
3308,2054,464,3,2,3485.0,3417.6,200,1121,17.6759859685 
3309,1301,608,1,2,3485.0,3445.86792453,53,132,19.998565172 
3310,1301,612,1,5,3485.0,3433.93783784,370,756,18.1036955112 
3311,1459,678,2,2,3485.0,3436.75,92,281,19.1782342002 
3312,467,757,2,2,3485.0,3436.25,92,361,18.9062319952 
3313,224,777,2,3,3485.0,3428.21,200,747,18.1166984955 
3314,1428,806,1,3,3485.0,3437.14150943,106,536,18.4770880258 
3315,949,823,4,4,3485.0,3430.94444444,360,1415,17.4231089003 
3316,795,878,2,2,3485.0,3441.57471264,87,313,19.0611391561 
3317,997,964,3,3,3485.0,3432.71938776,196,906,17.9071795058 
3318,1362,1126,2,2,3485.0,3433.91304348,92,368,18.8853804533 
