0,1598,465,1920871
0,1932,1561,1473730
0,2466,3436,-- 
0,2134,3723,-- 
0,1798,288,1821918
0,2385,1091,1658772
0,360,2431,1560771
0,1534,121,-- 
0,2260,3297,4080031
0,1493,2962,1185342
0,2133,3794,-- 
0,2134,3720,-- 
0,365,3597,1121013
0,583,4222,1095823
0,2089,1407,-- 
0,855,3206,1317294
0,1677,4498,1024463
